State,X_Workers,Y_Vax,County,Size_Employees,Abbreviation,Rows,Columns
Texas,59.8,38.3,Winkler,2573,TX,11_R,3_C
Texas,58.5,38.7,Wise,18308,TX,11_R,3_C
Texas,42.7,41.5,Wood,7984,TX,11_R,3_C
Texas,53.3,42.3,Yoakum,2177,TX,11_R,3_C
Texas,45.1,40.4,Young,5753,TX,11_R,3_C
Texas,60.1,68.5,Zapata,1609,TX,11_R,3_C
Texas,60.6,52.9,Zavala,1371,TX,11_R,3_C
Utah,33.9,51.0,Beaver,1798,UT,11_R,4_C
Utah,64.2,49.6,Box Elder,18156,UT,11_R,4_C
Utah,60.1,56.6,Cache,45355,UT,11_R,4_C
Utah,54.1,49.5,Carbon,6118,UT,11_R,4_C
Utah,0.0,62.8,Daggett,100,UT,11_R,4_C
Utah,59.1,67.0,Davis,92611,UT,11_R,4_C
Utah,42.4,46.0,Duchesne,5690,UT,11_R,4_C
Utah,44.4,47.5,Emery,1930,UT,11_R,4_C
Utah,50.7,57.9,Garfield,1445,UT,11_R,4_C
Utah,29.8,68.4,Grand,4600,UT,11_R,4_C
Utah,51.7,45.6,Iron,14217,UT,11_R,4_C
Utah,47.4,40.5,Juab,2615,UT,11_R,4_C
Utah,59.2,52.1,Kane,3157,UT,11_R,4_C
Utah,53.8,45.6,Millard,3187,UT,11_R,4_C
Utah,25.3,54.3,Morgan,1937,UT,11_R,4_C
Utah,0.0,40.0,Piute,68,UT,11_R,4_C
Utah,49.3,51.8,Rich,586,UT,11_R,4_C
Utah,70.8,68.8,Salt Lake,613424,UT,11_R,4_C
Utah,48.2,62.2,San Juan,2872,UT,11_R,4_C
Utah,50.6,38.0,Sanpete,5006,UT,11_R,4_C
Utah,45.1,42.6,Sevier,6899,UT,11_R,4_C
Utah,54.9,87.5,Summit,28178,UT,11_R,4_C
Utah,63.9,58.4,Tooele,11439,UT,11_R,4_C
Utah,39.3,43.1,Uintah,9004,UT,11_R,4_C
Utah,67.6,56.2,Utah,225581,UT,11_R,4_C
Utah,36.6,61.9,Wasatch,6716,UT,11_R,4_C
Utah,47.5,52.1,Washington,54392,UT,11_R,4_C
Utah,0.0,56.0,Wayne,696,UT,11_R,4_C
Utah,64.3,58.1,Weber,85106,UT,11_R,4_C
Washington,54.4,65.7,Adams,4396,WA,12_R,1_C
Washington,51.3,41.8,Asotin,4944,WA,12_R,1_C
Washington,65.3,61.7,Benton,71739,WA,12_R,1_C
Washington,54.6,72.2,Chelan,31345,WA,12_R,1_C
Washington,43.4,69.9,Clallam,18123,WA,12_R,1_C
Washington,58.3,67.6,Clark,145458,WA,12_R,1_C
Washington,51.5,46.1,Columbia,930,WA,12_R,1_C
Washington,58.5,63.3,Cowlitz,32829,WA,12_R,1_C
Washington,54.7,64.6,Douglas,8010,WA,12_R,1_C
Washington,40.5,53.4,Ferry,991,WA,12_R,1_C
Washington,58.4,56.2,Franklin,22165,WA,12_R,1_C
Washington,9.2,36.1,Garfield,304,WA,12_R,1_C
Washington,57.2,60.9,Grant,22998,WA,12_R,1_C
Washington,48.3,61.2,Grays Harbor,15857,WA,12_R,1_C
Washington,35.6,66.6,Island,13179,WA,12_R,1_C
Washington,31.0,76.5,Jefferson,7183,WA,12_R,1_C
Washington,69.4,82.3,King,1249145,WA,12_R,1_C
Washington,52.1,65.6,Kitsap,61981,WA,12_R,1_C
Washington,40.6,54.9,Kittitas,12069,WA,12_R,1_C
Washington,36.0,50.0,Klickitat,4030,WA,12_R,1_C
Washington,51.4,53.9,Lewis,20868,WA,12_R,1_C
Washington,22.2,54.2,Lincoln,1691,WA,12_R,1_C
Washington,44.9,60.4,Mason,9679,WA,12_R,1_C
Washington,40.7,73.8,Okanogan,8244,WA,12_R,1_C
Washington,30.4,54.9,Pacific,4321,WA,12_R,1_C
Washington,51.3,40.1,Pend Oreille,1757,WA,12_R,1_C
Washington,61.5,66.7,Pierce,265308,WA,12_R,1_C
Washington,14.9,79.2,San Juan,5160,WA,12_R,1_C
Washington,54.1,69.8,Skagit,43722,WA,12_R,1_C
Washington,43.1,40.6,Skamania,1497,WA,12_R,1_C
Washington,61.6,74.1,Snohomish,258599,WA,12_R,1_C
Washington,61.7,63.4,Spokane,196077,WA,12_R,1_C
Washington,55.3,40.0,Stevens,8015,WA,12_R,1_C
Washington,53.5,67.3,Thurston,75226,WA,12_R,1_C
Washington,12.4,51.3,Wahkiakum,427,WA,12_R,1_C
Washington,64.0,64.3,Walla Walla,20495,WA,12_R,1_C
Washington,48.8,78.3,Whatcom,76179,WA,12_R,1_C
Washington,51.6,45.4,Whitman,11056,WA,12_R,1_C
Washington,60.9,66.8,Yakima,72289,WA,12_R,1_C
Wisconsin,47.9,55.5,Adams,3178,WI,12_R,2_C
Wisconsin,56.9,71.9,Ashland,7045,WI,12_R,2_C
Wisconsin,58.5,56.3,Barron,16912,WI,12_R,2_C
Wisconsin,13.5,84.4,Bayfield,2197,WI,12_R,2_C
Wisconsin,70.2,66.7,Brown,147991,WI,12_R,2_C
Wisconsin,49.7,52.3,Buffalo,2977,WI,12_R,2_C
Wisconsin,43.2,58.5,Burnett,3337,WI,12_R,2_C
Wisconsin,57.2,58.9,Calumet,12816,WI,12_R,2_C
Wisconsin,56.9,59.6,Chippewa,21905,WI,12_R,2_C
Wisconsin,51.7,43.0,Clark,8762,WI,12_R,2_C
Wisconsin,59.9,68.9,Columbia,21005,WI,12_R,2_C
Wisconsin,67.7,60.0,Crawford,5952,WI,12_R,2_C
Wisconsin,68.2,84.0,Dane,295354,WI,12_R,2_C
Wisconsin,67.1,52.2,Dodge,31819,WI,12_R,2_C
Wisconsin,38.3,79.3,Door,10471,WI,12_R,2_C
Wisconsin,54.3,43.7,Douglas,14426,WI,12_R,2_C
Wisconsin,60.8,49.4,Dunn,14148,WI,12_R,2_C
Wisconsin,69.1,63.5,Eau Claire,53802,WI,12_R,2_C
Wisconsin,10.7,45.8,Florence,652,WI,12_R,2_C
Wisconsin,67.0,57.1,Fond du Lac,44366,WI,12_R,2_C
Wisconsin,22.0,60.7,Forest,1544,WI,12_R,2_C
Wisconsin,53.1,57.6,Grant,14089,WI,12_R,2_C
Wisconsin,61.8,67.0,Green,13391,WI,12_R,2_C
Wisconsin,49.2,57.6,Green Lake,5037,WI,12_R,2_C
Wisconsin,66.9,73.8,Iowa,9449,WI,12_R,2_C
Wisconsin,21.0,57.6,Iron,1364,WI,12_R,2_C
Wisconsin,69.0,51.3,Jackson,6436,WI,12_R,2_C
Wisconsin,58.8,58.3,Jefferson,29866,WI,12_R,2_C
Wisconsin,52.6,54.0,Juneau,6539,WI,12_R,2_C
Wisconsin,69.3,61.1,Kenosha,61946,WI,12_R,2_C
Wisconsin,42.4,54.1,Kewaunee,4973,WI,12_R,2_C
Wisconsin,69.0,68.7,La Crosse,64951,WI,12_R,2_C
Wisconsin,44.3,65.3,Lafayette,3023,WI,12_R,2_C
Wisconsin,51.4,56.0,Langlade,6557,WI,12_R,2_C
Wisconsin,49.8,56.6,Lincoln,8877,WI,12_R,2_C
Wisconsin,61.5,62.1,Manitowoc,29570,WI,12_R,2_C
Wisconsin,66.3,62.2,Marathon,66053,WI,12_R,2_C
Wisconsin,63.2,52.0,Marinette,15468,WI,12_R,2_C
Wisconsin,56.7,55.3,Marquette,2978,WI,12_R,2_C
Wisconsin,79.4,80.5,Menominee,1006,WI,12_R,2_C
Wisconsin,72.9,65.1,Milwaukee,453081,WI,12_R,2_C
Wisconsin,65.9,56.4,Monroe,16442,WI,12_R,2_C
Wisconsin,41.8,54.7,Oconto,7133,WI,12_R,2_C
Wisconsin,49.8,67.4,Oneida,13685,WI,12_R,2_C
Wisconsin,68.7,66.3,Outagamie,103384,WI,12_R,2_C
Wisconsin,57.0,73.6,Ozaukee,41718,WI,12_R,2_C
Wisconsin,39.4,51.9,Pepin,1671,WI,12_R,2_C
Wisconsin,33.8,45.8,Pierce,7194,WI,12_R,2_C
Wisconsin,51.1,53.3,Polk,13677,WI,12_R,2_C
Wisconsin,70.0,61.9,Portage,31085,WI,12_R,2_C
Wisconsin,59.1,62.7,Price,4307,WI,12_R,2_C
Wisconsin,62.4,62.3,Racine,68431,WI,12_R,2_C
Wisconsin,61.6,61.6,Richland,4850,WI,12_R,2_C
Wisconsin,69.3,72.2,Rock,61733,WI,12_R,2_C
Wisconsin,63.1,42.2,Rusk,4260,WI,12_R,2_C
Wisconsin,54.6,51.6,St. Croix,31361,WI,12_R,2_C
Wisconsin,63.2,67.0,Sauk,31275,WI,12_R,2_C
Wisconsin,45.4,60.3,Sawyer,5329,WI,12_R,2_C
Wisconsin,54.2,54.6,Shawano,10487,WI,12_R,2_C
Wisconsin,68.7,63.5,Sheboygan,54399,WI,12_R,2_C
Wisconsin,64.4,38.0,Taylor,7425,WI,12_R,2_C
Wisconsin,73.7,69.8,Trempealeau,14693,WI,12_R,2_C
Wisconsin,56.2,61.1,Vernon,7418,WI,12_R,2_C
Wisconsin,30.6,66.0,Vilas,6063,WI,12_R,2_C
Wisconsin,54.8,54.9,Walworth,36965,WI,12_R,2_C
Wisconsin,41.6,66.4,Washburn,4457,WI,12_R,2_C
Wisconsin,56.5,59.9,Washington,52689,WI,12_R,2_C
Wisconsin,65.6,71.5,Waukesha,245765,WI,12_R,2_C
Wisconsin,57.6,54.9,Waupaca,15882,WI,12_R,2_C
Wisconsin,36.0,45.0,Waushara,4660,WI,12_R,2_C
Wisconsin,72.6,61.5,Winnebago,87265,WI,12_R,2_C
Wisconsin,71.0,63.3,Wood,37807,WI,12_R,2_C
Wyoming,44.6,51.9,Albany,9771,WY,12_R,3_C
Wyoming,49.9,37.9,Big Horn,2472,WY,12_R,3_C
Wyoming,57.7,29.7,Campbell,20011,WY,12_R,3_C
Wyoming,47.6,46.6,Carbon,4208,WY,12_R,3_C
Wyoming,56.7,34.4,Converse,4632,WY,12_R,3_C
Wyoming,35.0,30.4,Crook,1519,WY,12_R,3_C
Wyoming,36.3,60.0,Fremont,10105,WY,12_R,3_C
Wyoming,40.8,38.8,Goshen,2973,WY,12_R,3_C
Wyoming,40.8,48.8,Hot Springs,1551,WY,12_R,3_C
Wyoming,18.1,44.1,Johnson,2427,WY,12_R,3_C
Wyoming,57.1,54.6,Laramie,34247,WY,12_R,3_C
Wyoming,39.8,41.9,Lincoln,4525,WY,12_R,3_C
Wyoming,49.1,44.8,Natrona,31979,WY,12_R,3_C
Wyoming,27.0,29.3,Niobrara,423,WY,12_R,3_C
Wyoming,45.0,47.1,Park,9786,WY,12_R,3_C
Wyoming,48.0,41.3,Platte,2175,WY,12_R,3_C
Wyoming,40.0,51.6,Sheridan,11025,WY,12_R,3_C
Wyoming,34.6,33.3,Sublette,2807,WY,12_R,3_C
Wyoming,61.1,45.0,Sweetwater,15705,WY,12_R,3_C
Wyoming,40.0,89.5,Teton,18181,WY,12_R,3_C
Wyoming,62.4,49.4,Uinta,7527,WY,12_R,3_C
Wyoming,44.3,42.3,Washakie,2577,WY,12_R,3_C
Wyoming,42.4,36.5,Weston,1723,WY,12_R,3_C
