State,X_Workers,Y_Vax,County,Size_Employees,Abbreviation,Rows,Columns
South Carolina,51.1,45.3,Clarendon,5366,SC,10_R,4_C
South Carolina,47.6,47.2,Colleton,7515,SC,10_R,4_C
South Carolina,67.1,49.2,Darlington,17586,SC,10_R,4_C
South Carolina,72.5,45.8,Dillon,6646,SC,10_R,4_C
South Carolina,57.4,51.9,Dorchester,30672,SC,10_R,4_C
South Carolina,63.1,56.4,Edgefield,4724,SC,10_R,4_C
South Carolina,79.7,53.4,Fairfield,6445,SC,10_R,4_C
South Carolina,68.7,55.4,Florence,56744,SC,10_R,4_C
South Carolina,49.5,54.2,Georgetown,20397,SC,10_R,4_C
South Carolina,69.3,55.3,Greenville,240050,SC,10_R,4_C
South Carolina,68.2,50.6,Greenwood,23129,SC,10_R,4_C
South Carolina,45.9,61.8,Hampton,3084,SC,10_R,4_C
South Carolina,55.6,55.3,Horry,114391,SC,10_R,4_C
South Carolina,51.8,35.2,Jasper,8521,SC,10_R,4_C
South Carolina,64.3,57.1,Kershaw,16345,SC,10_R,4_C
South Carolina,66.2,42.2,Lancaster,21007,SC,10_R,4_C
South Carolina,76.4,39.1,Laurens,18754,SC,10_R,4_C
South Carolina,56.6,40.4,Lee,1902,SC,10_R,4_C
South Carolina,68.0,54.1,Lexington,108258,SC,10_R,4_C
South Carolina,68.3,57.7,McCormick,911,SC,10_R,4_C
South Carolina,61.2,48.5,Marion,5702,SC,10_R,4_C
South Carolina,66.6,42.1,Marlboro,5024,SC,10_R,4_C
South Carolina,70.0,52.9,Newberry,12553,SC,10_R,4_C
South Carolina,61.5,46.4,Oconee,19847,SC,10_R,4_C
South Carolina,67.3,54.4,Orangeburg,24588,SC,10_R,4_C
South Carolina,58.9,45.8,Pickens,27456,SC,10_R,4_C
South Carolina,69.6,59.1,Richland,160781,SC,10_R,4_C
South Carolina,71.5,30.9,Saluda,3873,SC,10_R,4_C
South Carolina,73.1,43.7,Spartanburg,136188,SC,10_R,4_C
South Carolina,69.0,48.5,Sumter,32031,SC,10_R,4_C
South Carolina,72.1,41.1,Union,6702,SC,10_R,4_C
South Carolina,62.9,56.5,Williamsburg,6869,SC,10_R,4_C
South Carolina,66.4,46.1,York,86520,SC,10_R,4_C
South Dakota,57.5,50.6,Aurora,638,SD,11_R,1_C
South Dakota,57.3,46.6,Beadle,7016,SD,11_R,1_C
South Dakota,34.5,57.0,Bennett,721,SD,11_R,1_C
South Dakota,28.3,52.8,Bon Homme,1026,SD,11_R,1_C
South Dakota,62.4,44.5,Brookings,13853,SD,11_R,1_C
South Dakota,59.4,58.2,Brown,18474,SD,11_R,1_C
South Dakota,49.9,45.7,Brule,1919,SD,11_R,1_C
South Dakota,0.0,68.0,Buffalo,169,SD,11_R,1_C
South Dakota,30.3,35.3,Butte,2289,SD,11_R,1_C
South Dakota,20.3,31.7,Campbell,380,SD,11_R,1_C
South Dakota,45.0,54.8,Charles Mix,2347,SD,11_R,1_C
South Dakota,12.4,58.5,Clark,614,SD,11_R,1_C
South Dakota,51.3,62.0,Clay,3834,SD,11_R,1_C
South Dakota,58.3,47.7,Codington,13753,SD,11_R,1_C
South Dakota,41.4,38.0,Corson,210,SD,11_R,1_C
South Dakota,34.1,41.8,Custer,1425,SD,11_R,1_C
South Dakota,60.6,47.9,Davison,10597,SD,11_R,1_C
South Dakota,20.7,56.2,Day,1427,SD,11_R,1_C
South Dakota,41.9,40.5,Deuel,937,SD,11_R,1_C
South Dakota,6.3,78.0,Dewey,588,SD,11_R,1_C
South Dakota,25.4,43.4,Douglas,764,SD,11_R,1_C
South Dakota,47.1,37.7,Edmunds,857,SD,11_R,1_C
South Dakota,71.4,50.8,Fall River,2563,SD,11_R,1_C
South Dakota,23.1,55.6,Faulk,463,SD,11_R,1_C
South Dakota,49.8,46.3,Grant,3370,SD,11_R,1_C
South Dakota,22.1,45.7,Gregory,1090,SD,11_R,1_C
South Dakota,24.5,33.9,Haakon,683,SD,11_R,1_C
South Dakota,22.5,44.6,Hamlin,1121,SD,11_R,1_C
South Dakota,40.3,42.1,Hand,1101,SD,11_R,1_C
South Dakota,5.1,40.2,Hanson,355,SD,11_R,1_C
South Dakota,0.0,19.1,Harding,411,SD,11_R,1_C
South Dakota,53.7,60.0,Hughes,7491,SD,11_R,1_C
South Dakota,36.1,47.8,Hutchinson,2049,SD,11_R,1_C
South Dakota,13.1,47.4,Hyde,502,SD,11_R,1_C
South Dakota,10.8,46.6,Jackson,279,SD,11_R,1_C
South Dakota,77.0,47.4,Jerauld,1231,SD,11_R,1_C
South Dakota,19.8,60.5,Jones,258,SD,11_R,1_C
South Dakota,19.7,69.2,Kingsbury,1117,SD,11_R,1_C
South Dakota,42.6,43.6,Lake,3826,SD,11_R,1_C
South Dakota,48.4,45.2,Lawrence,10074,SD,11_R,1_C
South Dakota,52.2,49.4,Lincoln,20613,SD,11_R,1_C
South Dakota,35.1,66.9,Lyman,582,SD,11_R,1_C
South Dakota,32.8,51.6,McCook,943,SD,11_R,1_C
South Dakota,16.5,12.7,McPherson,303,SD,11_R,1_C
South Dakota,43.6,53.9,Marshall,1075,SD,11_R,1_C
South Dakota,43.4,50.1,Meade,5471,SD,11_R,1_C
South Dakota,17.9,38.3,Mellette,151,SD,11_R,1_C
South Dakota,37.7,56.4,Miner,584,SD,11_R,1_C
South Dakota,71.6,63.9,Minnehaha,120903,SD,11_R,1_C
South Dakota,55.1,50.7,Moody,1588,SD,11_R,1_C
South Dakota,65.7,70.6,Oglala Lakota,1946,SD,11_R,1_C
South Dakota,55.8,46.5,Pennington,48693,SD,11_R,1_C
South Dakota,21.2,28.4,Perkins,756,SD,11_R,1_C
South Dakota,35.0,54.2,Potter,572,SD,11_R,1_C
South Dakota,42.0,61.2,Roberts,2135,SD,11_R,1_C
South Dakota,19.9,48.4,Sanborn,341,SD,11_R,1_C
South Dakota,40.2,43.0,Spink,1310,SD,11_R,1_C
South Dakota,12.8,65.4,Stanley,943,SD,11_R,1_C
South Dakota,8.9,36.6,Sully,281,SD,11_R,1_C
South Dakota,62.5,64.7,Todd,1001,SD,11_R,1_C
South Dakota,36.6,38.1,Tripp,1643,SD,11_R,1_C
South Dakota,24.8,43.3,Turner,1470,SD,11_R,1_C
South Dakota,63.1,53.6,Union,8913,SD,11_R,1_C
South Dakota,39.7,37.9,Walworth,1888,SD,11_R,1_C
South Dakota,68.3,65.1,Yankton,11638,SD,11_R,1_C
South Dakota,40.3,28.3,Ziebach,298,SD,11_R,1_C
Tennessee,79.1,56.2,Anderson,40846,TN,11_R,2_C
Tennessee,71.1,41.6,Bedford,14661,TN,11_R,2_C
Tennessee,45.3,44.2,Benton,3271,TN,11_R,2_C
Tennessee,37.9,31.3,Bledsoe,815,TN,11_R,2_C
Tennessee,67.7,52.5,Blount,43205,TN,11_R,2_C
Tennessee,73.1,41.1,Bradley,39977,TN,11_R,2_C
Tennessee,66.4,42.8,Campbell,7491,TN,11_R,2_C
Tennessee,50.2,31.3,Cannon,1732,TN,11_R,2_C
Tennessee,61.6,47.7,Carroll,5590,TN,11_R,2_C
Tennessee,66.8,39.7,Carter,9020,TN,11_R,2_C
Tennessee,51.0,49.8,Cheatham,6857,TN,11_R,2_C
Tennessee,55.8,35.9,Chester,3094,TN,11_R,2_C
Tennessee,74.6,44.1,Claiborne,7831,TN,11_R,2_C
Tennessee,50.2,29.2,Clay,1138,TN,11_R,2_C
Tennessee,65.1,51.4,Cocke,5904,TN,11_R,2_C
Tennessee,65.5,46.3,Coffee,19142,TN,11_R,2_C
Tennessee,46.0,47.4,Crockett,2078,TN,11_R,2_C
Tennessee,66.5,47.5,Cumberland,15430,TN,11_R,2_C
Tennessee,73.4,64.3,Davidson,457334,TN,11_R,2_C
Tennessee,61.2,38.5,Decatur,3064,TN,11_R,2_C
Tennessee,71.0,40.6,DeKalb,4679,TN,11_R,2_C
Tennessee,63.0,47.1,Dickson,14200,TN,11_R,2_C
Tennessee,68.0,39.2,Dyer,12782,TN,11_R,2_C
Tennessee,52.8,53.9,Fayette,6932,TN,11_R,2_C
Tennessee,61.5,33.4,Fentress,3840,TN,11_R,2_C
Tennessee,69.9,39.9,Franklin,11891,TN,11_R,2_C
Tennessee,59.3,45.7,Gibson,11241,TN,11_R,2_C
Tennessee,67.6,38.8,Giles,9146,TN,11_R,2_C
Tennessee,48.5,49.7,Grainger,2602,TN,11_R,2_C
Tennessee,76.0,46.4,Greene,23908,TN,11_R,2_C
Tennessee,25.9,27.5,Grundy,1231,TN,11_R,2_C
Tennessee,74.8,43.3,Hamblen,28981,TN,11_R,2_C
Tennessee,71.1,56.4,Hamilton,192101,TN,11_R,2_C
Tennessee,47.0,32.3,Hancock,447,TN,11_R,2_C
Tennessee,73.1,44.4,Hardeman,5708,TN,11_R,2_C
Tennessee,68.3,41.1,Hardin,7608,TN,11_R,2_C
Tennessee,75.9,43.8,Hawkins,10919,TN,11_R,2_C
Tennessee,67.8,51.1,Haywood,4836,TN,11_R,2_C
Tennessee,59.3,42.9,Henderson,6399,TN,11_R,2_C
Tennessee,52.0,47.8,Henry,8913,TN,11_R,2_C
Tennessee,37.3,41.0,Hickman,2488,TN,11_R,2_C
Tennessee,32.5,40.6,Houston,1004,TN,11_R,2_C
Tennessee,56.5,40.1,Humphreys,4458,TN,11_R,2_C
Tennessee,26.4,32.4,Jackson,884,TN,11_R,2_C
Tennessee,74.2,49.4,Jefferson,11598,TN,11_R,2_C
Tennessee,66.7,36.7,Johnson,3285,TN,11_R,2_C
Tennessee,68.6,60.6,Knox,220940,TN,11_R,2_C
Tennessee,41.5,30.8,Lake,653,TN,11_R,2_C
Tennessee,65.1,37.2,Lauderdale,4633,TN,11_R,2_C
Tennessee,52.3,37.8,Lawrence,8396,TN,11_R,2_C
Tennessee,50.1,36.5,Lewis,2251,TN,11_R,2_C
Tennessee,66.2,42.7,Lincoln,8503,TN,11_R,2_C
Tennessee,63.4,64.6,Loudon,13547,TN,11_R,2_C
Tennessee,73.6,39.9,McMinn,16827,TN,11_R,2_C
Tennessee,59.4,49.1,McNairy,4714,TN,11_R,2_C
Tennessee,51.4,32.4,Macon,3661,TN,11_R,2_C
Tennessee,72.9,55.4,Madison,53356,TN,11_R,2_C
Tennessee,65.5,43.3,Marion,6217,TN,11_R,2_C
Tennessee,68.6,42.8,Marshall,8353,TN,11_R,2_C
Tennessee,67.3,64.8,Maury,30521,TN,11_R,2_C
Tennessee,74.4,68.0,Meigs,1661,TN,11_R,2_C
Tennessee,67.0,44.0,Monroe,12302,TN,11_R,2_C
Tennessee,65.3,59.2,Montgomery,45920,TN,11_R,2_C
Tennessee,73.9,22.0,Moore,1090,TN,11_R,2_C
Tennessee,37.2,49.9,Morgan,1338,TN,11_R,2_C
Tennessee,57.1,38.9,Obion,8625,TN,11_R,2_C
Tennessee,49.6,36.1,Overton,3839,TN,11_R,2_C
Tennessee,64.9,39.6,Perry,1754,TN,11_R,2_C
Tennessee,43.3,43.5,Pickett,799,TN,11_R,2_C
Tennessee,44.7,42.1,Polk,1348,TN,11_R,2_C
Tennessee,64.4,51.2,Putnam,31203,TN,11_R,2_C
Tennessee,67.6,44.2,Rhea,8676,TN,11_R,2_C
Tennessee,63.2,43.8,Roane,8952,TN,11_R,2_C
Tennessee,67.3,52.2,Robertson,20325,TN,11_R,2_C
Tennessee,74.0,52.9,Rutherford,114621,TN,11_R,2_C
Tennessee,53.4,37.3,Scott,3865,TN,11_R,2_C
Tennessee,50.1,32.3,Sequatchie,1981,TN,11_R,2_C
Tennessee,56.3,48.9,Sevier,42108,TN,11_R,2_C
Tennessee,73.3,53.7,Shelby,438508,TN,11_R,2_C
Tennessee,65.3,33.0,Smith,4180,TN,11_R,2_C
Tennessee,47.7,40.7,Stewart,1432,TN,11_R,2_C
Tennessee,71.2,55.8,Sullivan,63829,TN,11_R,2_C
Tennessee,62.9,48.5,Sumner,48105,TN,11_R,2_C
Tennessee,61.6,39.6,Tipton,9594,TN,11_R,2_C
Tennessee,54.0,35.5,Trousdale,1448,TN,11_R,2_C
Tennessee,73.3,53.7,Unicoi,3714,TN,11_R,2_C
Tennessee,60.6,35.2,Union,1844,TN,11_R,2_C
Tennessee,19.6,55.7,Van Buren,454,TN,11_R,2_C
Tennessee,61.0,40.7,Warren,10560,TN,11_R,2_C
Tennessee,67.2,58.5,Washington,52669,TN,11_R,2_C
Tennessee,60.0,39.4,Wayne,2770,TN,11_R,2_C
Tennessee,63.2,36.0,Weakley,7777,TN,11_R,2_C
Tennessee,62.6,43.7,White,5574,TN,11_R,2_C
Tennessee,68.2,69.9,Williamson,129892,TN,11_R,2_C
Tennessee,66.6,53.2,Wilson,41574,TN,11_R,2_C
Texas,63.5,38.4,Anderson,12216,TX,11_R,3_C
Texas,48.2,45.0,Andrews,5757,TX,11_R,3_C
Texas,62.1,44.3,Angelina,29102,TX,11_R,3_C
Texas,38.6,58.6,Aransas,3883,TX,11_R,3_C
Texas,17.4,47.2,Archer,1270,TX,11_R,3_C
Texas,14.6,38.3,Armstrong,268,TX,11_R,3_C
Texas,62.1,48.7,Atascosa,11918,TX,11_R,3_C
Texas,43.7,49.2,Austin,7572,TX,11_R,3_C
Texas,43.5,41.2,Bailey,1376,TX,11_R,3_C
Texas,37.5,42.6,Bandera,3045,TX,11_R,3_C
Texas,56.0,54.8,Bastrop,15145,TX,11_R,3_C
Texas,62.2,41.5,Baylor,817,TX,11_R,3_C
Texas,54.0,46.4,Bee,5020,TX,11_R,3_C
Texas,70.0,40.0,Bell,96534,TX,11_R,3_C
Texas,74.3,63.2,Bexar,768295,TX,11_R,3_C
Texas,24.8,51.4,Blanco,2326,TX,11_R,3_C
Texas,0.0,30.2,Borden,33,TX,11_R,3_C
Texas,39.9,42.9,Bosque,2475,TX,11_R,3_C
Texas,58.5,34.2,Bowie,33821,TX,11_R,3_C
Texas,64.9,58.8,Brazoria,94522,TX,11_R,3_C
Texas,61.1,49.9,Brazos,70078,TX,11_R,3_C
Texas,36.8,54.2,Brewster,2653,TX,11_R,3_C
Texas,12.5,39.3,Briscoe,160,TX,11_R,3_C
Texas,75.8,65.6,Brooks,1541,TX,11_R,3_C
Texas,61.7,39.1,Brown,13182,TX,11_R,3_C
Texas,48.2,46.0,Burleson,3391,TX,11_R,3_C
Texas,42.4,49.5,Burnet,12520,TX,11_R,3_C
Texas,51.1,51.2,Caldwell,6161,TX,11_R,3_C
Texas,74.9,53.6,Calhoun,8265,TX,11_R,3_C
Texas,33.3,36.5,Callahan,1646,TX,11_R,3_C
Texas,68.0,77.3,Cameron,109216,TX,11_R,3_C
Texas,44.3,40.0,Camp,2392,TX,11_R,3_C
Texas,36.6,33.1,Carson,871,TX,11_R,3_C
Texas,49.7,33.2,Cass,5677,TX,11_R,3_C
Texas,43.5,42.1,Castro,1169,TX,11_R,3_C
Texas,68.4,46.9,Chambers,13914,TX,11_R,3_C
Texas,59.6,36.9,Cherokee,10876,TX,11_R,3_C
Texas,53.1,48.7,Childress,1251,TX,11_R,3_C
Texas,14.6,42.4,Clay,752,TX,11_R,3_C
Texas,19.7,39.6,Cochran,234,TX,11_R,3_C
Texas,30.6,36.9,Coke,258,TX,11_R,3_C
Texas,31.5,36.5,Coleman,1449,TX,11_R,3_C
Texas,72.0,68.5,Collin,434685,TX,11_R,3_C
Texas,35.9,31.9,Collingsworth,479,TX,11_R,3_C
Texas,48.7,51.8,Colorado,6208,TX,11_R,3_C
Texas,57.3,60.1,Comal,51846,TX,11_R,3_C
Texas,48.5,44.1,Comanche,2607,TX,11_R,3_C
Texas,27.0,46.8,Concho,392,TX,11_R,3_C
Texas,58.3,38.1,Cooke,13287,TX,11_R,3_C
Texas,64.0,36.6,Coryell,9510,TX,11_R,3_C
Texas,7.4,39.0,Cottle,135,TX,11_R,3_C
Texas,39.9,33.6,Crane,1049,TX,11_R,3_C
Texas,37.3,43.5,Crockett,1155,TX,11_R,3_C
Texas,34.2,45.9,Crosby,571,TX,11_R,3_C
Texas,39.4,56.1,Culberson,695,TX,11_R,3_C
Texas,27.2,43.0,Dallam,1702,TX,11_R,3_C
Texas,74.0,59.0,Dallas,1502707,TX,11_R,3_C
Texas,41.5,34.0,Dawson,2609,TX,11_R,3_C
Texas,56.3,43.6,Deaf Smith,5436,TX,11_R,3_C
Texas,59.5,33.4,Delta,380,TX,11_R,3_C
Texas,64.8,62.6,Denton,224526,TX,11_R,3_C
Texas,44.1,44.1,DeWitt,5527,TX,11_R,3_C
Texas,9.7,32.0,Dickens,238,TX,11_R,3_C
Texas,72.9,66.8,Dimmit,4545,TX,11_R,3_C
Texas,35.6,35.9,Donley,382,TX,11_R,3_C
Texas,38.6,63.8,Duval,1845,TX,11_R,3_C
Texas,62.4,33.8,Eastland,5827,TX,11_R,3_C
Texas,62.8,42.8,Ector,66620,TX,11_R,3_C
Texas,0.0,37.0,Edwards,291,TX,11_R,3_C
Texas,63.7,51.1,Ellis,46240,TX,11_R,3_C
Texas,67.7,74.9,El Paso,242717,TX,11_R,3_C
Texas,50.0,33.5,Erath,12642,TX,11_R,3_C
Texas,42.6,41.0,Falls,1713,TX,11_R,3_C
Texas,54.4,38.5,Fannin,5438,TX,11_R,3_C
Texas,34.1,48.4,Fayette,7078,TX,11_R,3_C
Texas,30.7,35.6,Fisher,472,TX,11_R,3_C
Texas,40.0,45.8,Floyd,939,TX,11_R,3_C
Texas,0.0,39.9,Foard,148,TX,11_R,3_C
Texas,60.4,73.3,Fort Bend,176213,TX,11_R,3_C
Texas,86.7,34.9,Franklin,6690,TX,11_R,3_C
Texas,42.5,36.7,Freestone,3265,TX,11_R,3_C
Texas,69.0,50.2,Frio,5373,TX,11_R,3_C
Texas,46.8,22.5,Gaines,4949,TX,11_R,3_C
Texas,62.9,61.2,Galveston,85722,TX,11_R,3_C
Texas,43.3,50.4,Garza,1233,TX,11_R,3_C
Texas,31.2,53.1,Gillespie,9822,TX,11_R,3_C
Texas,60.8,42.4,Glasscock,365,TX,11_R,3_C
Texas,46.4,41.7,Goliad,956,TX,11_R,3_C
Texas,57.3,48.5,Gonzales,4875,TX,11_R,3_C
Texas,47.6,38.9,Gray,5881,TX,11_R,3_C
Texas,64.2,42.3,Grayson,40194,TX,11_R,3_C
Texas,62.7,46.1,Gregg,66299,TX,11_R,3_C
Texas,50.0,50.4,Grimes,5632,TX,11_R,3_C
Texas,65.6,54.6,Guadalupe,34727,TX,11_R,3_C
Texas,62.9,41.4,Hale,9454,TX,11_R,3_C
Texas,25.4,43.3,Hall,402,TX,11_R,3_C
Texas,15.9,47.8,Hamilton,1693,TX,11_R,3_C
Texas,42.9,45.0,Hansford,1157,TX,11_R,3_C
Texas,44.1,45.2,Hardeman,741,TX,11_R,3_C
Texas,50.1,36.5,Hardin,9055,TX,11_R,3_C
Texas,71.3,62.5,Harris,2057494,TX,11_R,3_C
Texas,63.5,37.7,Harrison,19550,TX,11_R,3_C
Texas,56.5,46.1,Hartley,1210,TX,11_R,3_C
Texas,32.0,35.6,Haskell,949,TX,11_R,3_C
Texas,62.3,60.7,Hays,63484,TX,11_R,3_C
Texas,59.8,43.3,Hemphill,1598,TX,11_R,3_C
Texas,48.7,38.5,Henderson,13921,TX,11_R,3_C
Texas,67.1,75.7,Hidalgo,203903,TX,11_R,3_C
Texas,55.2,38.8,Hill,7861,TX,11_R,3_C
Texas,56.9,42.7,Hockley,7109,TX,11_R,3_C
Texas,48.1,47.7,Hood,13535,TX,11_R,3_C
Texas,54.8,38.2,Hopkins,9941,TX,11_R,3_C
Texas,43.5,39.4,Houston,3231,TX,11_R,3_C
Texas,56.2,33.0,Howard,8959,TX,11_R,3_C
Texas,0.0,68.5,Hudspeth,380,TX,11_R,3_C
Texas,67.7,40.4,Hunt,24971,TX,11_R,3_C
Texas,60.2,34.4,Hutchinson,6137,TX,11_R,3_C
Texas,20.0,40.9,Irion,479,TX,11_R,3_C
Texas,39.0,37.1,Jack,1633,TX,11_R,3_C
Texas,64.5,42.7,Jackson,4983,TX,11_R,3_C
Texas,63.7,35.8,Jasper,8700,TX,11_R,3_C
Texas,16.2,47.6,Jeff Davis,395,TX,11_R,3_C
Texas,68.6,47.5,Jefferson,102659,TX,11_R,3_C
Texas,75.2,60.7,Jim Hogg,1739,TX,11_R,3_C
Texas,68.2,57.6,Jim Wells,13829,TX,11_R,3_C
Texas,56.1,44.9,Johnson,38136,TX,11_R,3_C
Texas,40.3,41.1,Jones,2436,TX,11_R,3_C
Texas,66.7,51.7,Karnes,5476,TX,11_R,3_C
Texas,57.0,51.1,Kaufman,27278,TX,11_R,3_C
Texas,44.5,61.6,Kendall,14169,TX,11_R,3_C
Texas,82.2,59.8,Kenedy,146,TX,11_R,3_C
Texas,0.0,38.9,Kent,78,TX,11_R,3_C
Texas,53.5,46.3,Kerr,16761,TX,11_R,3_C
Texas,15.2,41.0,Kimble,907,TX,11_R,3_C
Texas,76.4,40.7,Kinney,568,TX,11_R,3_C
Texas,54.3,63.5,Kleberg,6857,TX,11_R,3_C
Texas,55.3,40.2,Knox,664,TX,11_R,3_C
Texas,59.5,38.1,Lamar,18123,TX,11_R,3_C
Texas,46.5,43.4,Lamb,2045,TX,11_R,3_C
Texas,45.8,41.8,Lampasas,4289,TX,11_R,3_C
Texas,63.9,63.9,La Salle,1812,TX,11_R,3_C
Texas,50.3,44.2,Lavaca,5519,TX,11_R,3_C
Texas,54.4,45.3,Lee,6023,TX,11_R,3_C
Texas,59.1,37.4,Leon,4217,TX,11_R,3_C
Texas,55.9,42.6,Liberty,13458,TX,11_R,3_C
Texas,58.6,36.7,Limestone,4907,TX,11_R,3_C
Texas,6.7,31.4,Lipscomb,880,TX,11_R,3_C
Texas,57.8,31.7,Live Oak,3283,TX,11_R,3_C
Texas,41.3,49.5,Llano,3722,TX,11_R,3_C
Texas,0.0,23.1,Loving,21,TX,11_R,3_C
Texas,62.4,47.8,Lubbock,115667,TX,11_R,3_C
Texas,45.6,40.7,Lynn,735,TX,11_R,3_C
Texas,48.5,36.0,McCulloch,2400,TX,11_R,3_C
Texas,69.1,47.4,McLennan,105717,TX,11_R,3_C
Texas,58.5,44.4,McMullen,470,TX,11_R,3_C
Texas,49.4,39.2,Madison,2760,TX,11_R,3_C
Texas,47.9,39.4,Marion,1722,TX,11_R,3_C
Texas,43.2,32.0,Martin,1288,TX,11_R,3_C
Texas,10.7,47.8,Mason,830,TX,11_R,3_C
Texas,56.6,46.6,Matagorda,8186,TX,11_R,3_C
Texas,69.6,76.1,Maverick,12503,TX,11_R,3_C
Texas,41.2,52.9,Medina,7683,TX,11_R,3_C
Texas,15.2,48.5,Menard,204,TX,11_R,3_C
Texas,64.0,43.9,Midland,96217,TX,11_R,3_C
Texas,47.1,43.9,Milam,4463,TX,11_R,3_C
Texas,21.1,40.6,Mills,867,TX,11_R,3_C
Texas,44.8,36.1,Mitchell,1206,TX,11_R,3_C
Texas,39.9,34.8,Montague,3575,TX,11_R,3_C
Texas,62.8,55.1,Montgomery,167929,TX,11_R,3_C
Texas,75.1,44.6,Moore,8015,TX,11_R,3_C
Texas,56.2,41.5,Morris,2961,TX,11_R,3_C
Texas,50.0,25.4,Motley,164,TX,11_R,3_C
Texas,61.4,43.3,Nacogdoches,18415,TX,11_R,3_C
Texas,64.4,45.4,Navarro,13689,TX,11_R,3_C
Texas,36.0,23.6,Newton,852,TX,11_R,3_C
Texas,72.1,44.1,Nolan,5175,TX,11_R,3_C
Texas,68.3,56.3,Nueces,140495,TX,11_R,3_C
Texas,42.4,40.1,Ochiltree,3611,TX,11_R,3_C
Texas,13.2,31.0,Oldham,576,TX,11_R,3_C
Texas,60.1,35.4,Orange,18685,TX,11_R,3_C
Texas,48.5,37.3,Palo Pinto,5978,TX,11_R,3_C
Texas,56.7,33.1,Panola,6456,TX,11_R,3_C
Texas,47.5,45.4,Parker,29715,TX,11_R,3_C
Texas,76.4,40.8,Parmer,3585,TX,11_R,3_C
Texas,50.1,59.3,Pecos,4046,TX,11_R,3_C
Texas,52.4,40.8,Polk,8505,TX,11_R,3_C
Texas,66.6,43.3,Potter,61160,TX,11_R,3_C
Texas,30.0,96.6,Presidio,1023,TX,11_R,3_C
Texas,30.2,34.7,Rains,1423,TX,11_R,3_C
Texas,54.5,44.4,Randall,32374,TX,11_R,3_C
Texas,60.5,39.7,Reagan,2014,TX,11_R,3_C
Texas,34.0,45.7,Real,573,TX,11_R,3_C
Texas,35.1,37.6,Red River,1260,TX,11_R,3_C
Texas,64.5,45.3,Reeves,5409,TX,11_R,3_C
Texas,44.7,54.6,Refugio,1689,TX,11_R,3_C
Texas,67.4,30.5,Roberts,178,TX,11_R,3_C
Texas,55.2,43.4,Robertson,2895,TX,11_R,3_C
Texas,50.3,58.4,Rockwall,27531,TX,11_R,3_C
Texas,41.1,43.9,Runnels,2148,TX,11_R,3_C
Texas,48.6,36.6,Rusk,9901,TX,11_R,3_C
Texas,48.2,35.1,Sabine,1587,TX,11_R,3_C
Texas,39.5,40.8,San Augustine,1285,TX,11_R,3_C
Texas,20.8,32.6,San Jacinto,994,TX,11_R,3_C
Texas,64.3,56.1,San Patricio,15976,TX,11_R,3_C
Texas,22.1,34.3,San Saba,827,TX,11_R,3_C
Texas,30.6,45.2,Schleicher,545,TX,11_R,3_C
Texas,49.6,44.5,Scurry,4929,TX,11_R,3_C
Texas,31.5,35.4,Shackelford,1196,TX,11_R,3_C
Texas,54.8,33.6,Shelby,6560,TX,11_R,3_C
Texas,31.6,32.2,Sherman,345,TX,11_R,3_C
Texas,64.4,45.5,Smith,93327,TX,11_R,3_C
Texas,68.0,41.5,Somervell,3304,TX,11_R,3_C
Texas,71.4,84.1,Starr,9291,TX,11_R,3_C
Texas,33.4,34.4,Stephens,2060,TX,11_R,3_C
Texas,51.4,38.3,Sterling,296,TX,11_R,3_C
Texas,60.0,40.1,Stonewall,452,TX,11_R,3_C
Texas,36.7,44.4,Sutton,1037,TX,11_R,3_C
Texas,13.2,39.3,Swisher,911,TX,11_R,3_C
Texas,70.5,56.9,Tarrant,805016,TX,11_R,3_C
Texas,65.4,45.1,Taylor,56046,TX,11_R,3_C
Texas,38.8,51.0,Terrell,49,TX,11_R,3_C
Texas,51.0,43.6,Terry,2135,TX,11_R,3_C
Texas,11.4,41.8,Throckmorton,272,TX,11_R,3_C
Texas,72.1,39.4,Titus,14269,TX,11_R,3_C
Texas,62.4,46.6,Tom Green,41157,TX,11_R,3_C
Texas,66.9,69.0,Travis,623361,TX,11_R,3_C
Texas,50.7,40.1,Trinity,1757,TX,11_R,3_C
Texas,45.4,34.9,Tyler,2055,TX,11_R,3_C
Texas,43.3,32.4,Upshur,4887,TX,11_R,3_C
Texas,51.4,40.6,Upton,1306,TX,11_R,3_C
Texas,53.2,52.7,Uvalde,7087,TX,11_R,3_C
Texas,64.2,64.3,Val Verde,11484,TX,11_R,3_C
Texas,35.8,35.9,Van Zandt,8648,TX,11_R,3_C
Texas,57.3,49.4,Victoria,33413,TX,11_R,3_C
Texas,53.6,44.1,Walker,12703,TX,11_R,3_C
Texas,56.1,41.6,Waller,12310,TX,11_R,3_C
Texas,40.1,39.6,Ward,4369,TX,11_R,3_C
Texas,54.9,50.0,Washington,12299,TX,11_R,3_C
Texas,59.1,85.4,Webb,79753,TX,11_R,3_C
Texas,49.4,48.6,Wharton,11393,TX,11_R,3_C
Texas,35.8,39.7,Wheeler,1281,TX,11_R,3_C
Texas,62.2,44.5,Wichita,45571,TX,11_R,3_C
Texas,51.5,50.4,Wilbarger,3245,TX,11_R,3_C
Texas,69.4,63.4,Willacy,2135,TX,11_R,3_C
Texas,65.1,67.7,Williamson,166460,TX,11_R,3_C
Texas,44.0,49.2,Wilson,6517,TX,11_R,3_C
